"Name","Team","G","PA","H","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","Fld","BsR","WAR","playerid"
"Carlos Pena","- - -","1234","4937","993","261","637","739","25","13.9 %","26.3 %",".249",".279",".240",".353",".488",".361","123","-18.0","-4.6","20.7","934"
"J.J. Hardy","- - -","809","3278","782","113","405","385","6","7.7 %","14.6 %",".172",".278",".263",".320",".434",".326","97","56.1","0.5","20.6","3797"
"Brad Ausmus","- - -","1897","6935","1538","75","700","595","100","9.1 %","14.5 %",".090",".288",".251",".326",".342",".298","75","56.6","-7.5","20.6","546"
"Alex Rios","- - -","1148","4719","1191","119","617","537","162","6.3 %","16.1 %",".159",".306",".274",".323",".434",".330","98","55.6","16.3","20.6","2090"
"Milton Bradley","- - -","1036","4181","976","125","541","481","88","11.9 %","19.5 %",".169",".317",".271",".364",".440",".351","113","13.4","-4.6","20.6","369"
"A.J. Pierzynski","- - -","1494","5730","1518","130","615","660","13","4.0 %","10.9 %",".139",".300",".284",".324",".423",".321","91","-16.2","-23.4","20.5","746"
"Justin Morneau","Twins","1025","4270","1062","186","552","711","4","9.8 %","15.1 %",".217",".292",".281",".352",".498",".359","120","33.3","-10.9","20.5","1737"
"Matt Kemp","Dodgers","796","3197","856","133","476","472","145","7.9 %","23.4 %",".206",".353",".295",".351",".502",".367","128","-43.3","11.4","20.2","5631"
"Ronnie Belliard","- - -","1480","5641","1377","114","685","601","43","8.7 %","14.1 %",".142",".303",".273",".338",".415",".329","95","7.5","5.7","20.2","677"
"Paul Lo Duca","- - -","1073","4302","1112","80","483","481","20","6.2 %","6.9 %",".123",".290",".286",".337",".409",".324","96","15.0","-18.1","20.1","662"
"Nick Markakis","Orioles","954","4121","1080","106","526","500","55","9.7 %","13.8 %",".159",".323",".295",".365",".454",".357","116","1.7","6.3","20.0","5930"
"Marcus Giles","- - -","791","3340","813","76","468","333","70","9.5 %","15.7 %",".152",".313",".277",".353",".429",".344","107","14.5","15.5","19.9","89"
"Eric Karros","- - -","1433","5838","1430","241","660","858","57","8.2 %","16.7 %",".191",".289",".272",".332",".463",".343","110","11.8","-5.6","19.8","659"
"B.J. Upton","Devil Rays","820","3430","769","90","460","369","201","11.2 %","24.8 %",".159",".327",".257",".342",".416",".339","110","5.9","13.0","19.8","5015"
"Hunter Pence","- - -","742","3132","844","115","391","416","63","7.1 %","18.0 %",".193",".328",".292",".343",".485",".356","119","21.1","8.2","19.6","8252"
"Yadier Molina","Cardinals","953","3531","873","57","284","397","26","7.3 %","8.6 %",".105",".286",".274",".331",".379",".311","89","60.8","-19.4","19.6","7007"
"Aubrey Huff","- - -","1636","6718","1689","242","803","900","37","8.3 %","13.4 %",".187",".291",".279",".342",".466",".345","110","-43.8","0.6","19.4","1213"
"Will Clark","- - -","815","3405","898","108","499","496","15","12.7 %","13.1 %",".184",".330",".309",".398",".493",".386","126","3.0","","19.4","1002318"
"Adam Kennedy","- - -","1608","5864","1445","78","660","556","178","6.5 %","13.8 %",".112",".305",".272",".326",".384",".313","88","49.5","2.7","19.4","19"
"Rusty Greer","Rangers","1022","4420","1166","119","643","614","31","11.7 %","12.6 %",".174",".327",".305",".387",".478",".378","120","-38.0","-1.3","19.3","1252"
"Richie Sexson","- - -","1363","5604","1286","306","748","943","14","10.5 %","23.4 %",".246",".293",".261",".344",".507",".362","118","-32.4","-11.7","19.2","709"
"Bobby Higginson","Tigers","1359","5664","1336","187","736","709","91","11.5 %","14.1 %",".183",".289",".272",".358",".455",".352","111","-31.9","0.4","19.2","469"
"Royce Clayton","- - -","1835","7178","1674","100","850","627","212","7.0 %","17.5 %",".112",".304",".258",".313",".370",".302","76","60.4","10.3","19.2","226"
"Jose Vidro","- - -","1416","5708","1524","128","720","654","23","8.4 %","9.7 %",".146",".312",".298",".359",".445",".349","108","-63.6","-4.1","19.2","802"
"Ben Zobrist","Devil Rays","612","2491","549","73","322","318","67","12.2 %","17.3 %",".178",".287",".257",".348",".435",".345","116","38.3","8.5","19.1","7435"
"David Eckstein","- - -","1306","5705","1414","35","701","391","123","6.6 %","7.3 %",".075",".298",".280",".345",".355",".316","92","-14.2","6.3","19.0","10"
"Austin Kearns","- - -","1023","3979","874","118","499","479","31","11.3 %","21.3 %",".163",".303",".254",".350",".417",".338","103","47.3","14.3","18.8","332"
"Mike Bordick","- - -","1280","4999","1156","85","533","509","71","7.7 %","12.8 %",".115",".283",".259",".320",".373",".308","82","59.4","-4.0","18.8","129"
"Carl Everett","- - -","1386","5375","1302","202","707","792","106","8.2 %","18.8 %",".191",".304",".272",".341",".463",".346","107","-12.8","-4.7","18.7","1249"
"Sean Casey","- - -","1404","5644","1531","130","690","735","18","8.5 %","10.2 %",".145",".319",".302",".367",".447",".353","109","18.0","-10.5","18.7","314"
"Jason Bartlett","- - -","868","3450","844","31","426","283","123","7.7 %","14.6 %",".096",".316",".274",".338",".370",".319","97","16.4","21.5","18.7","8219"
"Rickie Weeks","Brewers","769","3378","738","111","529","316","100","10.6 %","22.7 %",".179",".308",".254",".354",".434",".351","114","-23.6","9.4","18.6","1849"
"Tony Gwynn","Padres","853","3404","1102","69","471","488","56","7.3 %","3.6 %",".145",".350",".356",".400",".500",".389","139","-64.0","","18.6","1005166"
"Travis Fryman","- - -","1170","4938","1206","151","613","711","40","8.6 %","18.2 %",".167",".307",".272",".335",".439",".337","97","5.0","1.9","18.4","385"
"Greg Vaughn","- - -","1132","4659","963","253","693","715","83","13.1 %","22.2 %",".242",".259",".241",".343",".483",".356","111","4.8","0.2","17.8","1233"
"Mike Napoli","- - -","626","2262","509","122","320","326","25","11.6 %","24.6 %",".247",".302",".263",".358",".509",".372","129","-9.7","3.0","17.8","3057"
"Andres Galarraga","- - -","1194","4697","1250","261","692","855","67","6.9 %","22.8 %",".245",".339",".296",".361",".541",".383","120","-30.2","-7.1","17.6","1390"
"Jhonny Peralta","- - -","1134","4680","1126","132","571","584","9","8.4 %","20.6 %",".159",".315",".268",".330",".427",".328","100","-23.0","-15.2","17.5","1738"
"Kelly Johnson","- - -","799","3225","735","95","446","340","58","10.8 %","21.0 %",".182",".310",".260",".344",".442",".344","108","9.1","1.9","17.5","2234"
"Phil Nevin","- - -","1206","4703","1131","208","584","743","18","9.5 %","21.7 %",".202",".308",".270",".343",".472",".350","112","-40.2","-6.7","17.4","1049"
"Ron Gant","- - -","972","3774","815","174","565","528","86","12.5 %","21.5 %",".219",".279",".250",".344",".469",".353","110","35.0","0.0","17.4","1032"
"Jacoby Ellsbury","Red Sox","514","2275","616","52","345","238","175","6.9 %","12.3 %",".151",".324",".299",".354",".450",".361","118","30.4","4.6","17.3","4727"
"Randy Velarde","- - -","796","3378","840","73","477","317","65","10.5 %","17.6 %",".135",".334",".284",".366",".419",".351","106","12.5","0.4","17.2","942"
"Yunel Escobar","- - -","647","2745","693","45","356","250","21","9.5 %","11.0 %",".111",".312",".288",".363",".399",".338","106","10.8","5.9","17.1","4191"
"Freddy Sanchez","- - -","904","3686","1012","48","434","371","13","4.9 %","11.4 %",".116",".324",".297",".335",".413",".325","96","35.6","-0.1","17.1","1624"
"Marlon Byrd","- - -","1064","4112","1039","81","516","438","49","6.6 %","17.0 %",".138",".322",".279",".338",".417",".331","98","11.7","13.5","17.0","950"
"Damion Easley","- - -","1570","5782","1275","160","688","650","99","8.2 %","15.1 %",".157",".271",".250",".326",".406",".323","91","4.7","0.8","16.9","464"
"Tony Phillips","- - -","718","3321","726","85","535","312","64","16.7 %","19.1 %",".156",".317",".267",".392",".423",".363","115","-1.0","","16.7","1010300"
"Shin-Soo Choo","- - -","551","2315","575","67","307","310","66","11.7 %","21.2 %",".180",".352",".290",".384",".470",".373","131","10.8","5.0","16.7","3174"
"Jermaine Dye","- - -","1750","7214","1779","325","984","1072","46","8.3 %","18.1 %",".214",".296",".274",".338",".488",".353","109","-82.4","-14.6","16.7","911"
"Nick Johnson","- - -","797","3225","705","91","422","387","28","15.9 %","17.0 %",".173",".308",".269",".400",".442",".369","125","10.9","-7.7","16.6","828"
"Dan Wilson","Mariners","1224","4500","1071","88","433","508","23","6.0 %","16.4 %",".122",".298",".262",".309",".384",".304","81","38.6","-4.2","16.6","1102"
"Mark McLemore","- - -","1277","5302","1180","44","699","441","195","13.2 %","13.5 %",".087",".302",".263",".361",".350",".325","90","35.0","-1.7","16.5","1088"
"Andre Ethier","Dodgers","863","3403","874","112","424","460","19","9.8 %","16.5 %",".190",".323",".291",".364",".482",".361","123","-27.5","2.5","16.5","6265"
"Rickey Henderson","- - -","1081","4460","916","77","709","331","311","17.6 %","15.8 %",".114",".295",".254",".392",".368",".357","115","-42.1","0.0","16.5","194"
"Jay Buhner","Mariners","824","3419","727","202","495","606","0","14.7 %","23.3 %",".264",".279",".255",".369",".519",".381","127","-47.0","","16.4","1001638"
"Jose Bautista","- - -","893","3413","727","157","457","440","32","13.4 %","19.5 %",".225",".276",".254",".362",".479",".363","123","-46.0","-2.5","16.4","1887"
"Scott Brosius","- - -","991","3958","913","129","496","489","45","8.3 %","16.1 %",".166",".281",".259",".327",".425",".328","95","36.0","","16.3","1001477"
"Todd Hundley","- - -","908","3324","691","183","410","505","10","12.0 %","24.6 %",".239",".269",".241",".337",".480",".347","111","-39.0","-4.2","16.0","284"
"Morgan Ensberg","- - -","731","2580","579","110","340","347","22","12.9 %","16.9 %",".205",".280",".263",".362",".468",".357","114","11.4","-5.1","16.0","556"
"David Bell","- - -","1367","5380","1239","123","587","589","19","8.0 %","12.8 %",".139",".274",".257",".320",".396",".312","85","48.5","-0.4","16.0","1108"
"Mike Stanley","- - -","811","3127","718","137","417","471","6","13.3 %","18.7 %",".215",".297",".272",".374",".487",".374","121","-15.0","","16.0","1012416"
"Marco Scutaro","- - -","1110","4277","1024","68","543","405","46","9.1 %","11.3 %",".118",".292",".270",".338",".387",".322","94","-6.9","7.0","15.9","1555"
"Todd Zeile","- - -","1546","6187","1433","202","708","813","22","10.8 %","15.3 %",".167",".285",".264",".346",".432",".339","101","-50.6","-1.9","15.9","457"
"Brandon Inge","Tigers","1388","5177","1081","139","525","587","45","8.1 %","22.9 %",".153",".283",".235",".305",".387",".301","81","51.8","1.7","15.8","470"
"Corey Hart","Brewers","804","3211","806","128","444","432","78","7.2 %","19.7 %",".213",".312",".277",".335",".491",".354","117","-13.7","11.7","15.7","1945"
"Julio Lugo","- - -","1347","5338","1279","80","688","475","198","8.2 %","16.4 %",".115",".312",".269",".333",".384",".319","89","-19.5","5.8","15.7","565"
"Josh Willingham","- - -","807","3199","720","136","395","441","29","11.3 %","20.9 %",".217",".299",".263",".363",".480",".367","125","-24.6","-4.3","15.6","2103"
"J.T. Snow","- - -","1560","6045","1406","173","737","818","17","11.6 %","17.4 %",".159",".305",".270",".360",".429",".344","105","-11.8","-5.4","15.6","1133"
"Juan Uribe","- - -","1340","5077","1175","155","567","628","41","5.6 %","17.8 %",".170",".280",".253",".298",".422",".308","79","44.9","9.8","15.6","454"
"Marquis Grissom","- - -","1568","6555","1641","184","853","736","199","5.9 %","14.2 %",".149",".291",".270",".314",".420",".319","90","-15.9","5.5","15.5","652"
"Damian Miller","- - -","977","3558","834","87","361","406","5","8.5 %","21.7 %",".149",".318",".262",".329",".411",".320","87","17.8","-3.0","15.5","65"
"Howie Kendrick","Angels","662","2669","731","51","341","308","63","4.2 %","17.0 %",".142",".338",".292",".329",".434",".333","104","27.8","11.3","15.5","4229"
"Wade Boggs","- - -","671","2773","743","31","363","268","8","12.0 %","8.2 %",".103",".327",".309",".389",".412",".357","111","12.0","","15.4","1001124"
"Michael Bourn","- - -","724","2698","655","13","367","159","235","8.5 %","19.6 %",".087",".340",".270",".335",".357",".321","96","33.5","19.3","15.2","6387"
"Jerry Hairston","- - -","1270","4489","1022","64","544","372","146","7.5 %","11.7 %",".113",".282",".258",".327",".371",".311","88","38.3","9.4","15.1","144"
"Jose Canseco","- - -","854","3700","844","217","542","627","66","12.4 %","23.8 %",".257",".298",".266",".362",".523",".379","123","-17.0","","15.1","1001918"
"Michael Cuddyer","- - -","1146","4589","1119","142","611","585","53","9.0 %","17.7 %",".181",".308",".273",".344",".453",".346","112","-46.5","5.6","15.0","1534"
"Jose Hernandez","- - -","1492","4978","1148","168","615","599","41","7.7 %","27.3 %",".168",".325",".254",".314",".422",".316","86","24.8","-0.2","15.0","688"
"Brett Gardner","Yankees","465","1604","366","15","250","124","136","10.9 %","16.8 %",".102",".318",".265",".354",".367",".337","105","72.7","12.8","14.9","9927"
"Hideki Matsui","- - -","1202","4963","1239","173","649","753","13","10.9 %","13.4 %",".182",".300",".285",".363",".467",".359","120","-77.3","-0.4","14.9","1659"
"Justin Upton","Diamondbacks","589","2433","589","91","337","296","62","10.3 %","23.8 %",".209",".336",".276",".357",".485",".363","119","13.5","11.3","14.9","5222"
"Dmitri Young","- - -","1363","5253","1389","171","648","683","25","7.7 %","16.6 %",".183",".324",".292",".351",".475",".352","111","-23.2","-14.8","14.9","505"
"Lance Johnson","- - -","707","3005","834","30","434","263","161","6.5 %","5.8 %",".114",".310",".300",".345",".414",".338","103","25.0","","14.9","1006482"
"Fernando Vina","- - -","1097","4689","1186","40","622","341","110","6.1 %","6.2 %",".098",".295",".283",".349",".380",".325","92","6.5","1.9","14.7","1189"
"Bernard Gilkey","- - -","862","3190","752","89","412","410","62","10.2 %","17.3 %",".166",".304",".270",".349",".435",".342","106","47.0","","14.7","1004706"
"Jack Wilson","- - -","1335","5271","1282","61","561","424","43","5.1 %","11.6 %",".102",".291",".266",".307",".367",".294","74","50.7","9.4","14.6","1017"
"Wally Joyner","- - -","879","3296","836","66","369","457","16","11.8 %","11.4 %",".135",".315",".293",".376",".428",".352","112","25.0","","14.5","1006637"
"Pablo Sandoval","Giants","471","1906","535","66","226","255","10","7.2 %","12.9 %",".196",".324",".308",".357",".503",".363","126","11.8","-3.7","14.5","5409"
"Stan Javier","- - -","892","3451","847","44","498","328","151","10.4 %","14.4 %",".106",".322",".281",".359",".387",".339","104","19.0","","14.5","1006372"
"Jay Payton","- - -","1243","4490","1157","119","561","522","47","5.7 %","11.2 %",".147",".291",".279",".323",".425",".323","92","38.8","3.4","14.5","890"
"Benito Santiago","- - -","1034","3935","964","119","394","495","19","6.5 %","16.9 %",".160",".295",".267",".316",".427",".319","89","-2.0","-1.4","14.5","1130"
"Chris Young","Diamondbacks","792","3260","693","121","422","375","105","10.1 %","22.7 %",".200",".281",".241",".321",".440",".334","97","8.2","9.6","14.5","3882"
"Joe Crede","- - -","888","3377","787","140","392","470","4","5.9 %","13.6 %",".190",".255",".254",".304",".444",".320","89","57.9","0.1","14.5","227"
"Bengie Molina","- - -","1360","5159","1317","144","458","711","3","4.0 %","9.1 %",".137",".275",".274",".307",".411",".309","84","16.1","-43.3","14.4","24"
"Matt Stairs","- - -","1860","5978","1358","265","767","892","30","11.9 %","18.6 %",".215",".286",".263",".356",".478",".358","115","-79.5","-13.8","14.4","1384"
"Derek Bell","- - -","976","4264","1077","111","541","580","134","7.8 %","18.6 %",".146",".324",".280",".341",".426",".338","105","4.0","","14.4","1000801"
"Aaron Hill","- - -","916","3816","925","100","463","429","44","6.7 %","13.1 %",".150",".284",".266",".320",".416",".321","93","14.9","7.3","14.2","6104"
"David Segui","- - -","1062","4357","1156","124","579","570","13","9.7 %","13.2 %",".165",".322",".298",".366",".463",".358","115","-19.4","-1.8","14.2","169"
"Matt Lawton","- - -","1326","5570","1273","138","756","631","165","12.2 %","11.0 %",".150",".281",".267",".368",".417",".349","107","-59.0","-2.6","14.2","390"
"Jacque Jones","- - -","1289","4993","1272","165","632","630","82","6.3 %","19.0 %",".172",".316",".277",".326",".448",".332","96","30.5","-2.4","14.2","735"
"Gary Matthews Jr.","- - -","1264","4617","1056","108","612","484","95","9.8 %","18.4 %",".148",".299",".257",".332",".405",".323","93","14.0","7.0","14.1","153"
"Chris Hoiles","Orioles","530","2015","428","90","243","289","4","13.7 %","19.2 %",".201",".276",".255",".367",".456",".362","114","2.0","","14.1","1005935"
"Jose Offerman","- - -","1257","5085","1222","54","679","435","115","12.1 %","13.7 %",".111",".319",".279",".367",".390",".338","99","-32.4","-1.3","14.0","205"
"Devon White","- - -","864","3572","880","100","464","433","119","6.7 %","18.4 %",".163",".312",".272",".331",".435",".336","100","2.0","","13.8","1013862"
"Carlos Gonzalez","- - -","453","1843","500","77","293","268","66","7.1 %","21.4 %",".223",".346",".298",".349",".521",".375","125","9.9","8.7","13.8","7287"
"Tony Clark","- - -","1559","5120","1188","251","629","824","6","10.3 %","23.6 %",".222",".301",".262",".339",".485",".351","108","-17.1","-8.5","13.7","182"
"Brad Wilkerson","- - -","972","3753","788","122","500","399","53","13.1 %","25.2 %",".193",".311",".247",".350",".440",".341","103","6.1","10.5","13.7","804"
"Franklin Gutierrez","- - -","681","2486","579","53","290","238","71","6.6 %","20.4 %",".126",".306",".256",".308",".382",".306","87","84.1","2.5","13.7","3255"
"Terry Steinbach","- - -","703","2748","667","91","313","372","11","7.7 %","18.2 %",".174",".299",".267",".326",".442",".333","95","16.0","","13.7","1012473"
"Quilvio Veras","- - -","761","3293","750","32","469","239","183","13.0 %","14.0 %",".092",".311",".270",".372",".362",".336","103","1.0","","13.6","1013404"
"Ryan Ludwick","- - -","796","2997","692","117","366","453","17","8.6 %","22.4 %",".194",".303",".260",".331",".454",".339","109","16.4","0.7","13.6","1260"
"Jamey Carroll","- - -","1073","3473","830","12","471","216","63","10.0 %","13.8 %",".070",".323",".277",".355",".347",".317","89","15.1","18.6","13.5","1591"
"Alex Gonzalez","- - -","1536","6039","1378","154","644","671","29","4.8 %","18.7 %",".152",".282",".247",".291",".399",".297","77","21.1","-6.5","13.5","520"
"Tony Batista","- - -","1293","4959","1146","221","625","718","47","5.8 %","15.9 %",".202",".257",".251",".299",".453",".320","89","13.7","-9.4","13.5","124"
"Delino DeShields","- - -","1065","4246","973","57","563","380","276","11.0 %","15.1 %",".117",".302",".263",".344",".380",".329","99","-11.1","1.3","13.4","275"
"Carlos Ruiz","Phillies","627","2188","502","37","221","233","11","11.1 %","10.9 %",".129",".287",".266",".357",".395",".328","98","15.9","-2.4","13.3","2579"
"Andrew McCutchen","Pirates","428","1856","445","51","258","200","80","11.6 %","16.2 %",".180",".310",".277",".365",".457",".363","127","-11.9","5.8","13.2","9847"
"Lyle Overbay","- - -","1263","4901","1161","132","568","574","15","11.3 %","18.5 %",".170",".313",".270",".354",".440",".344","108","-4.1","-7.2","13.2","1617"
"Chili Davis","- - -","693","2852","703","126","367","442","21","14.6 %","16.7 %",".208",".315",".293",".394",".500",".384","126","0.0","","13.2","1003041"
"Tony Graffanino","- - -","951","3161","746","58","442","302","53","8.7 %","15.4 %",".128",".301",".265",".335",".394",".321","90","40.9","7.5","13.0","235"
"Rey Sanchez","- - -","1264","4571","1150","14","489","340","52","4.4 %","10.2 %",".062",".301",".272",".308",".334",".285","65","129.4","3.2","13.0","213"
"Frank Catalanotto","- - -","1260","4292","1113","84","562","457","45","7.7 %","11.5 %",".154",".314",".291",".357",".445",".349","107","-15.6","2.4","12.7","1241"
"Eric Hinske","- - -","1251","4112","914","134","538","504","61","10.5 %","21.7 %",".184",".297",".253",".335",".437",".336","102","-10.3","6.7","12.7","1305"
"Preston Wilson","- - -","1100","4436","1055","189","573","668","124","7.9 %","24.5 %",".205",".314",".264",".329",".468",".343","102","-63.0","5.8","12.7","545"
"Darrin Fletcher","- - -","953","3407","855","111","322","482","2","5.9 %","9.1 %",".166",".272",".274",".322",".440",".328","93","-11.0","0.4","12.7","1302"
"Nick Punto","- - -","890","2995","651","14","347","221","92","10.1 %","16.2 %",".079",".298",".249",".325",".328",".296","78","68.6","14.5","12.7","1429"
"Mark DeRosa","- - -","1103","3779","913","93","503","453","22","8.5 %","17.0 %",".143",".309",".272",".341",".414",".330","96","3.7","1.4","12.7","1392"
"Maicer Izturis","- - -","694","2603","642","32","336","283","76","8.3 %","10.6 %",".114",".299",".275",".339",".389",".323","96","18.7","13.5","12.7","2437"
"Alexei Ramirez","White Sox","605","2452","625","70","301","287","47","5.9 %","12.2 %",".142",".292",".278",".322",".420",".323","93","15.6","12.5","12.7","5133"
"Denard Span","Twins","469","2138","535","19","290","191","74","9.8 %","12.3 %",".103",".323",".286",".362",".389",".338","108","16.0","8.7","12.6","8347"
"Gary Gaetti","- - -","751","2869","676","115","345","419","13","7.0 %","15.9 %",".194",".274",".261",".320",".455",".333","97","34.0","","12.4","1004422"
"Gregg Zaun","- - -","1212","4042","878","88","437","446","23","11.9 %","13.5 %",".136",".274",".252",".344",".388",".323","91","-31.5","-9.8","12.4","580"
"Eric Byrnes","- - -","961","3532","827","109","482","396","129","7.2 %","15.2 %",".181",".279",".258",".320",".439",".333","97","21.9","8.0","12.4","905"
"Jeff King","- - -","676","2837","641","108","369","456","53","10.6 %","13.2 %",".192",".261",".259",".336",".451",".343","103","39.0","","12.3","1006931"
"Felipe Lopez","- - -","1185","4864","1145","90","600","439","124","9.1 %","18.8 %",".127",".314",".264",".333",".391",".319","91","-46.9","7.9","12.1","1311"
"Julio Franco","- - -","981","3128","802","73","393","431","52","11.4 %","19.5 %",".135",".352",".294",".375",".429",".354","111","4.8","0.6","12.1","87"
"Doug Glanville","- - -","1095","4282","1100","59","553","333","168","4.9 %","11.7 %",".103",".303",".277",".315",".380",".310","81","57.8","1.2","12.1","956"
"Nyjer Morgan","- - -","469","1858","471","8","237","114","105","6.4 %","15.6 %",".085",".340",".286",".345",".371",".321","96","49.6","7.9","12.0","4885"
"Russell Branyan","- - -","1054","3398","682","194","405","467","16","11.9 %","32.9 %",".253",".296",".232",".329",".485",".347","111","-10.2","-10.8","12.0","370"
"Stephen Drew","Diamondbacks","733","3090","750","70","376","321","33","8.3 %","17.1 %",".173",".308",".270",".330",".442",".333","96","-17.1","0.8","12.0","4251"
"Michael Tucker","- - -","1367","4686","1047","125","625","528","114","10.5 %","20.5 %",".167",".304",".256",".339",".423",".333","96","11.8","1.2","11.9","635"
"Dave Roberts","- - -","819","3092","721","23","437","213","243","9.9 %","11.7 %",".100",".298",".266",".342",".366",".325","98","3.8","10.0","11.9","670"
"Kurt Suzuki","Athletics","636","2543","592","56","265","288","15","6.6 %","11.2 %",".130",".270",".257",".316",".387",".310","90","9.3","2.2","11.9","8259"
"Alex Gordon","Royals","567","2366","541","69","296","251","46","9.8 %","21.6 %",".171",".312",".260",".341",".431",".339","106","11.5","8.4","11.9","5209"
"Aaron Boone","- - -","1145","4333","1017","126","519","555","107","7.0 %","16.3 %",".162",".290",".263",".326",".425",".329","95","-20.6","0.0","11.9","311"
"Tim Naehring","Red Sox","392","1649","413","43","217","204","4","11.8 %","13.6 %",".152",".319",".291",".379",".443",".362","109","33.0","","11.8","1009433"
"John Jaha","- - -","626","2551","564","120","375","410","13","14.4 %","21.4 %",".221",".301",".265",".381",".486",".379","123","-4.0","","11.8","1006336"
"Geovany Soto","Cubs","510","1927","428","72","203","251","1","11.7 %","22.4 %",".197",".300",".256",".346",".453",".346","107","3.2","-13.0","11.7","3707"
"Brian McRae","- - -","853","3615","828","77","486","324","131","10.4 %","13.9 %",".150",".289",".262",".347",".412",".338","101","-20.0","","11.6","1008686"
"Corey Patterson","- - -","1228","4499","1050","118","571","431","218","4.6 %","20.7 %",".148",".296",".252",".290",".400",".302","79","42.1","15.7","11.5","300"
"Luke Scott","- - -","707","2570","597","113","310","348","11","11.1 %","20.2 %",".231",".296",".265",".349",".496",".361","118","6.1","-5.0","11.5","3469"
"Jason LaRue","- - -","914","3103","628","96","307","348","14","7.6 %","24.5 %",".166",".283",".231",".315",".396",".309","81","21.8","-9.5","11.5","337"
"Orlando Merced","- - -","965","3036","750","79","360","405","41","9.7 %","14.6 %",".158",".304",".277",".346",".435",".340","101","33.1","3.9","11.5","1393"
"Jeff Francoeur","- - -","1006","4132","1037","121","482","554","45","5.0 %","17.6 %",".162",".303",".271",".313",".433",".319","92","42.4","-1.8","11.5","4792"
"Todd Walker","- - -","1286","5055","1316","107","647","545","66","8.3 %","11.3 %",".146",".308",".289",".348",".435",".339","98","-62.9","-0.8","11.5","359"
"Jay Bruce","Reds","523","2113","483","103","277","283","20","9.5 %","23.0 %",".219",".291",".256",".330",".475",".343","109","26.7","3.9","11.5","9892"
"David Ross","- - -","597","1778","362","75","179","227","0","10.8 %","25.9 %",".208",".284",".237",".325",".445",".330","98","25.2","-7.7","11.4","1551"
"Nelson Cruz","- - -","545","2120","519","107","271","327","52","8.0 %","22.3 %",".232",".303",".269",".329",".501",".356","114","21.8","-0.5","11.4","2434"
"Dave Martinez","- - -","948","3393","853","47","438","325","70","9.6 %","12.6 %",".112",".317",".284",".356",".396",".333","96","32.0","","11.3","1008160"
"Cody Ross","- - -","765","2714","642","101","332","376","28","7.4 %","21.4 %",".194",".301",".261",".323",".455",".337","104","-0.9","5.4","11.3","1760"
"Scott Podsednik","- - -","1014","4130","1036","41","544","300","301","7.9 %","14.4 %",".101",".322",".279",".340",".381",".324","93","-9.1","24.2","11.0","1095"
"Pedro Feliz","- - -","1292","4544","1065","140","487","598","13","5.1 %","14.6 %",".160",".265",".250",".288",".410",".299","77","77.5","-11.1","10.9","1112"
"Sandy Alomar Jr.","- - -","1017","3603","930","94","403","451","15","4.2 %","10.1 %",".144",".285",".276",".310",".421",".316","84","-4.0","-4.7","10.9","221"
"Kevin Kouzmanoff","- - -","672","2679","633","85","265","361","6","4.6 %","18.4 %",".165",".284",".255",".300",".420",".312","93","21.5","-0.6","10.8","5995"
"Harold Baines","- - -","862","3126","806","123","370","484","4","11.5 %","11.9 %",".184",".301",".293",".373",".478",".367","118","","","10.8","1000434"
"Brian Schneider","- - -","1011","3478","761","65","275","380","4","9.4 %","14.7 %",".122",".275",".247",".320",".369",".298","77","17.8","-7.2","10.7","795"
"Reed Johnson","- - -","1002","3355","859","59","453","352","39","4.8 %","17.9 %",".130",".333",".283",".340",".413",".329","96","15.0","8.9","10.7","1702"
"Alex Gonzalez","- - -","1389","5528","1209","137","623","536","97","7.1 %","21.1 %",".148",".289",".243",".302",".391",".304","78","24.3","-29.2","10.7","281"
"Hank Blalock","- - -","936","3928","959","153","507","542","14","8.0 %","18.3 %",".194",".296",".269",".329",".463",".339","100","-13.5","-11.7","10.6","1419"
"Ryan Freel","- - -","593","2274","532","22","306","122","143","9.8 %","15.4 %",".101",".316",".268",".354",".369",".330","94","30.2","7.7","10.5","1207"
"Scott Hatteberg","- - -","1299","4876","1153","106","538","527","3","11.5 %","10.3 %",".137",".287",".273",".361",".410",".340","103","-46.4","-3.2","10.5","916"
"Kevin Millar","- - -","1422","5382","1284","170","648","699","7","10.5 %","15.6 %",".178",".299",".274",".358",".452",".352","112","-59.4","-30.2","10.5","529"
"Bill Hall","- - -","1046","3660","825","124","448","439","62","7.7 %","26.3 %",".188",".310",".248",".307",".436",".318","90","-6.3","4.3","10.5","1605"
"Omar Infante","- - -","950","3486","880","55","389","322","47","5.9 %","14.6 %",".121",".310",".276",".319",".397",".312","90","2.3","3.1","10.4","1609"
"Asdrubal Cabrera","Indians","545","2313","577","45","292","261","44","7.7 %","16.3 %",".135",".322",".281",".342",".416",".334","105","-25.8","7.1","10.3","4962"
"Cristian Guzman","- - -","1402","5785","1459","62","727","467","125","4.6 %","13.5 %",".112",".306",".271",".307",".383",".300","77","-14.1","16.6","10.3","728"
"Yorvit Torrealba","- - -","785","2783","653","52","278","309","19","6.9 %","17.3 %",".130",".301",".260",".317",".390",".308","82","9.6","-0.6","10.2","1135"
"Dean Palmer","- - -","960","3991","926","201","534","643","27","8.9 %","22.9 %",".222",".292",".260",".331",".482",".349","103","-55.8","0.0","10.2","482"
